Change Pair,Count
"('+ Reh', None)",1
"('- leave,', None)",1
"('+ Link', None)",1
"('+ ideal', '+ for')",1
"('- another', None)",1
"('- once', None)",1
"('+ links,', '+ and')",1
"('+ good', '+ transport')",1
"('+ little', '+ area')",1
"('+ $25', None)",1
"('+ Wimber', '+ has')",1
"('- vacation:', None)",1
"('- PAID', None)",1
"('- Paid,', None)",1
"('- Reid', '+ and')",1
"('- leave', None)",1
"('- Downtown', None)",1
"('- href=""http://gumroad.com""', None)",1
"('- Denver', None)",1
"('+ Looking', '+ for:')",1
"('+ and', '+ others.')",1
"('- coupled', '+ combined')",1
"('+ B', '+ Insights,')",1
"('- Coffee,', None)",1
"('- Fridge,', None)",1
"('- latest/greatest', None)",1
"('- responsive', None)",1
"('- web,', None)",1
"('- native,', None)",1
"('- Rewards,', '+ Benefits,')",1
"('+ processing,', '+ Java')",1
"('- QA,', None)",1
"('- people’s', None)",1
"('- healthier', None)",1
"('- Tickets', '+ Sales')",1
"('+ company,', None)",1
"('- Snacks', None)",1
"('- bored', None)",1
"('+ product', '+ designers,')",1
"('+ engineers.', '+ Email')",1
"('+ Downtown', '+ Palo')",1
"('- consumers.', None)",1
"('+ Alto.', '+ The')",1
"('- href=""http://rapgenius.com""', None)",1
"('- convenience', None)",1
"('- business),', None)",1
"('- Revolution?', None)",1
"('- lives.', None)",1
"('+ front-end', '+ engineers,')",1
"('+ (http://weareleto.com', None)",1
"('- Lots', None)",1
"('- href=""http://weareleto.com""', None)",1
"('- toolbelt', '+ tool')",1
"('+ belt', None)",1
"('- (networking,', None)",1
"('- skills,', None)",1
"('- lives?', None)",1
"('+ Square.', '+ The')",1
"('+ affiliate', '+ offices')",1
"('+ the', '+ product')",1
"(""+ isn't"", '+ it')",1
"('+ democratized.', '+ Why')",1
"('+ designers,', '+ front-end')",1
"('+ should', '+ be')",1
"('- friends', None)",1
"('+ think', '+ it')",1
"('- attend', None)",1
"('- Opportunity', None)",1
"('+ very', '+ hard')",1
"('+ what', '+ happens')",1
"('- Parking', None)",1
"('- avoiding', '+ experiencing')",1
"('- >http://gumroad.com</a>)', None)",1
"('- events', None)",1
"('- Flywheel', '+ flyway')",1
"('- far', None)",1
"('+ highly', None)",1
"('+ -', ""+ REDACTED_EMAIL'"")",1
"('- seminars,', None)",1
"('+ Ron', '+ Conway,')",1
"('+ Max', '+ Levchin,')",1
"('+ Chris', '+ Sacca,')",1
"('+ The', '+ company,um,')",1
"('+ guys', '+ like')",1
"('+ as', '+ easy')",1
"('- Highly', None)",1
"('- Stocked', None)",1
"('+ (and', '+ nice!)')",1
"('+ super', '+ smart')",1
"('- conferences', None)",1
"('+ as', '+ sharing?!')",1
"('+ for', '+ editing')",1
"('- It’s', None)",1
"('+ comp', '+ and')",1
"('+ development', '+ engineers')",1
"('+ (Comlylyock-funded', None)",1
"('+ front-end', None)",1
"('+ near', '+ the')",1
"('+ in', '+ position')",1
"('+ We', '+ develop')",1
"('+ IT', '+ industry.')",1
"('+ the', '+ healthcare')",1
"('+ applications', '+ in')",1
"('+ collect', '+ data')",1
"('+ graphics', None)",1
"('+ on', '+ which')",1
"('+ web', '+ technologies')",1
"('+ are', '+ being')",1
"('+ used', '+ by')",1
"('+ millions', '+ of')",1
"('+ websites', '+ and')",1
"('+ for', '+ software')",1
"('- box', None)",1
"('+ CA', '+ We')",1
"('+ San', '+ Mateo,')",1
"('+ Datanyze', '+ -')",1
"('+ company,', '+ stb-teter[1],')",1
"('+ To', '+ the')",1
"('- Key', None)",1
"('+ in', '+ HN.')",1
"('+ HN,', '+ is')",1
"('+ HN', '+ position.')",1
"('- UK', None)",1
"('- one).', None)",1
"('- Responsibilities', None)",1
"('- Teams', None)",1
"('- Netflix', None)",1
"('+ technologies:', '+ Ruby/Rails')",1
"('- policy', None)",1
"('+ Flywheel', '+ Networks,')",1
"('- together.', None)",1
"('- value.', None)",1
"('- Founding', '+ Founded')",1
"('- (Greylock-funded', None)",1
"('- href=""http://evertoon.com/jobs/graphics""', None)",1
"('- realtime-graphics', '+ realtime-g')",1
"('- Howard', None)",1
"('+ X12EDI,', None)",1
"('+ EDI,', '+ and')",1
"('+ HL7,', '+ X12')",1
"('- clearwaveinc.com', ""+ clearwaveinc.com'"")",1
"('- >http://www.clearwaveinc.com/careers-with-clearwave.html</a>', None)",1
"('- href=""http://www.clearwaveinc.com/careers-with-clearwave.html""', None)",1
"('- EDI,', None)",1
"('- X12', None)",1
"('+ stb-teter[1],', None)",1
"('+ mobile', '+ team')",1
"('+ http://panjiva.com/jobs', '+ >')",1
"('- kiosk', '+ very')",1
"('+ help.', '+ Here')",1
"('+ and', '+ looking')",1
"('+ growing', '+ fast')",1
"('+ intelligence.', ""+ We're"")",1
"('+ as', '+ competitive')",1
"('+ sell', '+ it')",1
"('- stb-tester[1],', None)",1
"('+ other', '+ web')",1
"('+ services.', '+ The')",1
"('+ company,', '+ Clearwave,')",1
"('+ anAV', None)",1
"('- masses,', None)",1
"('+ Clearwave', '+ -')",1
"('- moviemaking', None)",1
"('- confusing.', '+ complicated.')",1
"('- animated', None)",1
"('- outpacing', '+ transcuting')",1
"('- Struggle', '+ Incus')",1
"('+ GA', '+ -')",1
"('- out.', None)",1
"('- acting', None)",1
"('- Well,', None)",1
"('+ Well', None)",1
"('+ description.', '+ Atlanta,')",1
"('+ back-end.', '+ The')",1
"('+ .NET', '+ based')",1
"('- avatars', None)",1
"('- set-top', '+ set-topbox')",1
"('- information.', '+ information..')",1
"('- self-organizing', None)",1
"('+ the', '+ web-developer')",1
"('- Businesses', None)",1
"('+ highly', '+ loved')",1
"('- Desk', None)",1
"('+ team', '+ working')",1
"('+ a', '+ growing')",1
"('- worse', '+ better')",1
"('- problem,', None)",1
"('+ management', '+ of')",1
"('+ lead', '+ and')",1
"('- mess.', None)",1
"('- authority', None)",1
"('+ company,', '+ F#38;D')",1
"('- everywhere.', None)",1
"('- Wimbledon', '+ Wimber')",1
"('+ SaaS', '+ app')",1
"('- Wimbledon,', '+ Ri')",1
"('+ realtime-g', '+ graphics')",1
"('- scattered', None)",1
"('- they’re', None)",1
"('+ on', '+ developing')",1
"('+ FOR', '+ scene,')",1
"('+ a', '+ super-fast-growing,')",1
"('+ desk', None)",1
"('- McClure,', None)",1
"('+ beer', '+ (no,')",1
"('+ for', '+ video')",1
"('+ of', '+ C/C++')",1
"('+ a', '+ combination')",1
"('- Cohen,', None)",1
"('+ Technology', '+ is')",1
"('+ editing', '+ system.')",1
"('+ cloud-based', '+ video')",1
"('+ leading', '+ professional')",1
"('+ Hlz', None)",1
"('- Feld,', None)",1
"('- Brad', '+ Brad,')",1
"('+ the', '+ market')",1
"('+ really)', '+ and')",1
"('+ individuals,', None)",1
"('- Individuals,', None)",1
"('+ come', '+ and')",1
"('- contacts', None)",1
"('- out-of-date', None)",1
"('+ Founding', '+ Engineer')",1
"('+ Cod', '+ on')",1
"('- feature', None)",1
"('- road-mapping', None)",1
"('- seasoned', None)",1
"('- “been', None)",1
"('- AngularJS,', None)",1
"('- that”', None)",1
"('- Closure,', None)",1
"('- Open', None)",1
"('- wants', None)",1
"('- resource', None)",1
"('- on.', None)",1
"('+ Cheers!', '+ Based')",1
"('- for)', None)",1
"('- lifecycle', None)",1
"('- responsibility', None)",1
"('- (as', None)",1
"('+ Evertoon.com,', '+ is')",1
"('- Pandas,', None)",1
"('- partial,', None)",1
"('+ technologies:', '+ realtime-g')",1
"('- duplicate,', None)",1
"('+ multiple,', None)",1
"('+ talk', '+ to')",1
"('+ us!', '+ Check')",1
"('- deeply', None)",1
"('+ the', '+ Founding')",1
"('- engaged', None)",1
"('+ Flyle', '+ Networks,')",1
"('+ company,', '+ Evertoon.com,')",1
"('+ REDACTED_EMAIL!', '+ Cod')",1
"('- product’s', None)",1
"('+ >', '+ Email')",1
"('+ Job', '+ description:')",1
"('+ out', '+ the')",1
"('+ job', '+ spec:')",1
"('+ graphics', '+ technologies.')",1
"('- lifecycle,', None)",1
"('- conferences)', None)",1
"('- change.', None)",1
"('- abroad', None)",1
"('- href=""http://www.refresh.io""', None)",1
"('- meet.', None)",1
"('+ Please', '+ introduce')",1
"('- dossiers', None)",1
"('- delivers', None)",1
"('+ yourself', '+ to')",1
"('+ name', '+ at')",1
"('+ REDACTED_EMAIL.', '+ More')",1
"('+ roles', '+ here:')",1
"('+ http://goo.gl/aBgZF', '+ >')",1
"('- \xad\xad', '+ \xad')",1
"('- it!):', None)",1
"('- try', None)",1
"('- IOS', None)",1
"('- (available', None)",1
"('- does', None)",1
"('+ to', '+ chat!')",1
"('- grab', None)",1
"('- 40', None)",1
"('+ scalability', '+ engineering.')",1
"('- Ø', None)",1
"('- ground', None)",1
"('- driven?', None)",1
"('- Diffbot', '+ Data')",1
"('- Are', None)",1
"('+ science,', '+ and')",1
"('+ in', '+ working')",1
"(""+ we'd"", '+ love')",1
"('- have.', None)",1
"('- meeting', None)",1
"('+ with', '+ us,')",1
"('- edge', None)",1
"('- week!)', None)",1
"('- (more', None)",1
"('- What', None)",1
"('- world', '+ world.')",1
"('- ex-Yahoo,', None)",1
"('- simply', None)",1
"('- algorithms.', None)",1
"('- databases', None)",1
"('- PostgreSQL.', None)",1
"('- SCRUM', None)",1
"('- Agile', None)",1
"('- you', '+ you�')",1
"('- authors,', None)",1
"('- practiced', None)",1
"('- Appreciation', None)",1
"('- statistical', None)",1
"('- book', None)",1
"('- startups,', None)",1
"('- vets', None)",1
"('- folks,', None)",1
"('- ex-Salesforce', None)",1
"('- structures', None)",1
"('- field,', None)",1
"('- STEM', None)",1
"('- PhDs,', None)",1
"('- super', None)",1
"('+ But', None)",1
"('- \xad\xad', None)",1
"('- Harvard', None)",1
"('- Guides,', None)",1
"('- along', None)",1
"('+ guides,', None)",1
"('- Node.js.', None)",1
"('- Tutors)', '+ and')",1
"('+ Vees)', None)",1
"('- you’ve', None)",1
"('- worked', None)",1
"('- MVC', None)",1
"('- PHP,', None)",1
"('- Developers', None)",1
"('- Mike', '+ Mark')",1
"('- (server', None)",1
"('- side)', None)",1
"('+ and', '+ profitable')",1
"('+ was', '+ bootstrapped')",1
"('+ *a', '+ n,')",1
"('+ double', '+ Dutch-')",1
"('+ CA', '+ Check')",1
"('+ us', '+ out')",1
"('+ at', '+ doubledw.me')",1
"('+ An', '+ award-winning')",1
"('+ provider', '+ of')",1
"('+ mobile', None)",1
"('+ Hacker', '+ Sw')",1
"('+ Angeles:', '+ Magento')",1
"('+ of', '+ theLos')",1
"('+ name', '+ name')",1
"('+ technologies:', '+ [a')",1
"('+ with', '+ 90')",1
"('+ days.', '+ Founded')",1
"('+ by', '+ software')",1
"('+ and', '+ Pune,')",1
"('- dart', '+ wok.')",1
"('+ market.', '+ For')",1
"('+ local', '+ district')",1
"('+ stylewok', '+ interesting.')",1
"('+ calm.', '+ Based')",1
"('+ in', '+ Manhattan')",1
"('+ company,', '+ St')",1
"('+ developers,', '+ we')",1
"('+ the', '+ Zappos')",1
"('+ We', '+ strive')",1
"('+ customer', '+ experience.')",1
"('- www.doubledutch.me', '+ doubledw.me')",1
"('+ technology', '+ &#38;')",1
"('+ lead', '+ with')",1
"('+ Magento', '+ Developer')",1
"('+ Magento', '+ Hacker,')",1
"('+ in', '+ http://investors.swagsy.com.')",1
"('- semi-structures', None)",1
"('- device.', None)",1
"('- shipped', None)",1
"('- Andy', '+ Sunny')",1
"('- packages', None)",1
"('- creates', None)",1
"('- input,', None)",1
"('- parses', None)",1
"('- structuring', '+ ofstructuring')",1
"('- parallel),', None)",1
"('+ http://goo.gl/aCBgZF', None)",1
"('- dozens', None)",1
"('- on-demand,', None)",1
"('- pulls,', None)",1
"('- system', None)",1
"('- Needless', None)",1
"('+ experience', '+ levels')",1
"('+ Here.', '+ Based')",1
"('- ""I', '+ I')",1
"('- mlulic', '+ luluc')",1
"('- fearless,', None)",1
"('- Swagsy.', None)",1
"('+ forswagsy.', None)",1
"('+ me', None)",1
"('- me""', None)",1
"('- >http://investors.swagsy.com</a>', None)",1
"('- too,', None)",1
"('- href=""http://investors.swagsy.com""', None)",1
"('+ ', None)",1
"('- Configuration', '+ System')",1
"('- new', '+ ')",1
"('- spectrum', None)",1
"('- resume!', None)",1
"('- ex-LinkedIn', None)",1
"('- ex-Microsofties,', None)",1
"('- Latest', None)",1
"('+ http://stackdriver.theresumator.com/apply/1K8g0T/FrontEnd-Engineer.html?source=hackernews', None)",1
"('- deploying', None)",1
"('- workarounds.', None)",1
"('+ workar', None)",1
"('- respectable', '+ fair')",1
"('- Millennial', None)",1
"('+ AdPar', '+ andMillial')",1
"('- AdParlor', None)",1
"('+ GM', None)",1
"('- MGM', None)",1
"('- General', '+ General,')",1
"('- Pictures,', '+ The')",1
"('- contest', '+ competition')",1
"('- ShareRoot', '+ ShareTal')",1
"('- ShareRoot', '+ ShareRed')",1
"('- href=""http://stackdriver.theresumator.com/apply/Kz7k5X/DevOps-Evangelist.html?source=Hackernews""', None)",1
"('- south.', None)",1
"('- decorators,', None)",1
"('- middleware,', None)",1
"('- volunteer,', None)",1
"('+ R', None)",1
"('- marc', None)",1
"('- exemplifies', None)",1
"('- sample', None)",1
"('- ambitions.', None)",1
"('- higher', None)",1
"('- accommodations', '+ arrangements')",1
"('- template', None)",1
"('- API.', None)",1
"('- Ads', None)",1
"('- reflected', '+ written')",1
"('- eclectic', '+ elegant')",1
"('- Bonus', None)",1
"('- tags.', None)",1
"('+ http://stackdriver.theresumator.com/apply', None)",1
"('- href=""http://stackdriver.theresumator.com/apply/1K8g0T/FrontEnd-Engineer.html?source=Hackernews""', None)",1
"('- ex-Googlers,', None)",1
"('- winners).', '+ winning).')",1
"('- visualization', None)",1
"('- interpretation,', None)",1
"('- directions', None)",1
"('- propose', None)",1
"('- scientific', None)",1
"('- Coordinating', None)",1
"('- final', None)",1
"('- reliability', None)",1
"('- formatting', None)",1
"('- specifications,', None)",1
"('- scientists,', None)",1
"('- specifications', None)",1
"('- initial', None)",1
"('- Formulating', None)",1
"('- knowledge.', None)",1
"('- integration', None)",1
"('- in-house', None)",1
"('- tools.', None)",1
"('- ""Stackdriver', None)",1
"('+ forward', None)",1
"('- web-forward', None)",1
"('+ web-', None)",1
"('+ Monitoring', None)",1
"('- Monitoring""', None)",1
"('+ Stackdriver', None)",1
"('- (AngularJS,', None)",1
"('- Platform', None)",1
"('- technologies:', None)",1
"('- following', None)",1
"('- interest', None)",1
"('- in,', None)",1
"('- demonstrable', None)",1
"('- Candidates', None)",1
"('- 0x40', None)",1
"('- shareroot.co', None)",1
"('- href=""http://www.alkemics.com/fr/recrutement/offre-senior-system-engineer/""', None)",1
"('+ http://alkemics.com/fr/recrutment/offre-senior-system-engineer/', None)",1
"('+ custom', '+ stack.')",1
"('+ of', '+ their')",1
"('+ multiple', '+ areas')",1
"('+ contribute', '+ to')",1
"('+ for', '+ generalists')",1
"('- utopia.', '+ ture.')",1
"('+ and', '+ they')",1
"('+ exciting', '+ company')",1
"('+ Assurance.', '+ Very')",1
"('+ and', '+ Quality')",1
"('+ System', '+ Reliability')",1
"('+ experience;', '+ or')",1
"('+ and', '+ user')",1
"('+ database,', '+ security,')",1
"('- Sullivan', None)",1
"('- PHD.', None)",1
"('- View,', None)",1
"('- CA', None)",1
"('- Silicon', None)",1
"('- funding.', None)",1
"('- $10M', None)",1
"('- raised', None)",1
"('- Ersatz', None)",1
"('- startup,', None)",1
"('- Valley', None)",1
"('- Inc.', None)",1
"('- applicable', '+ applicablePHD.')",1
"('- are:', None)",1
"('+ Ersz', None)",1
"('- stack.', None)",1
"('- (peninsula,', '+ (coins,')",1
"('+ (http://erscheslabs.com', None)",1
"('- href=""http://www.ersatzlabs.com""', None)",1
"('+ like', '+ storage,')",1
"('+ knowledge', '+ areas')",1
"('+ and', '+ Android;')",1
"('- Nestlé…)', '+ Ad,')",1
"('- seek', None)",1
"('- expressive', '+ meaningful')",1
"('+ data!)', None)",1
"('- data…)', None)",1
"('- ontology.', '+ architecture.')",1
"('+ Nestle,...)', None)",1
"('- Seb,', None)",1
"('- open-minded', None)",1
"('+ It...)', None)",1
"('- Cora…)', '+ Cusion')",1
"('- Casino,', '+ Atlantic,')",1
"('+ http://alkemics.com/fr/recrutment/offre-software-engineer/', None)",1
"('- href=""http://www.alkemics.com/fr/recrutement/offre-software-engineer/""', None)",1
"('- href=""http://www.alkemics.com/fr/recrutement/offre-frontend-engineer/""', None)",1
"('- sharp', None)",1
"('- scientists.', None)",1
"('+ OS', '+ X,')",1
"('+ company,', '+ Upthere,')",1
"('+ like', '+ iOS,')",1
"('+ JavaScript;', '+ platforms')",1
"('+ Node.js,', '+ and')",1
"('+ C/C++,', '+ Objective-C,')",1
"('+ designers', '+ position.')",1
"('+ and', '+ product')",1
"('+ Android.', '+ The')",1
"('- (www.upthere.com)', None)",1
"('+ X,', '+ and')",1
"('- REDACTED_EMAIL', '+ E')",1
"('+ D', '+ E')",1
"('+ brain', None)",1
"('- brains', None)",1
"('+ (upthere.com)', None)",1
"('+ Continuous', '+ Delivery')",1
"('- THEN', '+ ==')",1
"('+ Chef,', '+ ChatOps,')",1
"('+ description.', '+ ThePalo')",1
"('- GoPollGo', None)",1
"('- polling/survey', '+ testing/survey')",1
"('+ company,', '+ gopollgo,')",1
"('+ the', '+ employee')",1
"('+ #3', '+ position.')",1
"('- UNIX-like', None)",1
"('+ UNIX-', None)",1
"('- traits', '+ ones')",1
"('+ yourself,', None)",1
"('+ other', '+ than')",1
"('- versa,', '+ then')",1
"('+ Rails.', '+ This')",1
"('- SI', '+ UI')",1
"('- orchestration', '+ orchestrification')",1
"('+ job', '+ does')",1
"('- >http://gopollgo.com/about/jobs</a>', None)",1
"('- href=""http://gopollgo.com/about/jobs""', None)",1
"('+ goCQ', None)",1
"('+ http://sts.com', None)",1
"('- >https://www.room77.com/jobs.html?s=HN</a>', '+ -')",1
"('+ Paris', '+ or')",1
"('+ talent,', '+ is')",1
"('+ jetted', '+ bathtub')",1
"('+ York.', '+ The')",1
"('+ company,', '+ Room')",1
"('+ 77,', '+ is')",1
"('+ learning.', '+ The')",1
"('+ fulltime', '+ or')",1
"('+ |', '+ Based')",1
"('+ Sift', '+ Science,')",1
"('+ SperX', None)",1
"('+ SParX', None)",1
"('+ technologies:', '+ machine')",1
"('+ not', '+ offer')",1
"('+ --', '+ GoAIO')",1
"('+ -', '+ AWS,')",1
"('+ for', '+ talented')",1
"('- APIs.', None)",1
"('- documented)', None)",1
"('- (well', None)",1
"('+ This', '+ will')",1
"('- supposed', None)",1
"('- should,', None)",1
"('- empowering', None)",1
"('- pieces', None)",1
"('- sure', None)",1
"('- standards.', None)",1
"('- conform', None)",1
"('+ #3', '+ and')",1
"('- compatible', None)",1
"('- compliant,', None)",1
"('+ full-time', '+ salaried')",1
"('- concepts', None)",1
"('- specs', None)",1
"('- clean,', None)",1
"('+ satellite', '+ systems')",1
"('+ Rails', '+ developers')",1
"('+ at', '+ https://planetlabs.recruiterbox.')",1
"('- commanding,', '+ management,')",1
"('+ us', '+ innovate')",1
"('+ perform', None)",1
"('- performing', None)",1
"('- mock-ups', None)",1
"('- fast-loading', None)",1
"('- generating', None)",1
"('- layouts', None)",1
"('- non-table', None)",1
"('- websites', None)",1
"('- 3-5+', None)",1
"('+ paying/survey', '+ space.')",1
"('- href=""https://www.room77.com/jobs.html?s=HN""', None)",1
"('+ bathtub', None)",1
"('- bathtub""', None)",1
"('+ of', '+ theFreeAgent')",1
"('- href=""https://www.room77.com""', None)",1
"('+ cloud', None)",1
"('- >https://www.room77.com</a>', None)",1
"('- cloud.', None)",1
"('- ""eiffel', None)",1
"('- ridiculously', '+ incredibly')",1
"('+ eiffel', None)",1
"(""+ Kock's"", None)",1
"('- views""', None)",1
"(""- Kinvey's"", '+ the')",1
"('+ views', None)",1
"('- ""jetted', None)",1
"('+ jetted', None)",1
"('+ connectivity,', '+ and')",1
"('+ around', '+ network')",1
"('- You’re', None)",1
"('- entrepreneurial', None)",1
"('- startups:', None)",1
"('- want),', None)",1
"('- assist', None)",1
"('- e.g.', None)",1
"('- experiment', None)",1
"('- printer!', None)",1
"('- Friday', None)",1
"('- beers', None)",1
"('- Xbox,', None)",1
